Regione per Dettaglio;Settore;Anno;S - Consolidato SPA
Piemonte;Amministrazione Generale;2000;4075365390.0000
Piemonte;Amministrazione Generale;2001;4666354430.0000
Piemonte;Amministrazione Generale;2002;4415092020.0000
Piemonte;Amministrazione Generale;2003;5594532030.0000
Piemonte;Amministrazione Generale;2004;6079831250.0000
Piemonte;Amministrazione Generale;2005;6289252650.0000
Piemonte;Amministrazione Generale;2006;6576511960.0000
Piemonte;Amministrazione Generale;2007;6605487700.0000
Piemonte;Amministrazione Generale;2008;6613418810.0000
Piemonte;Amministrazione Generale;2009;6884719620.0000
Piemonte;Amministrazione Generale;2010;6143199120.0000
Piemonte;Amministrazione Generale;2011;5700160300.0000
Piemonte;Amministrazione Generale;2012;5417245970.0000
Piemonte;Amministrazione Generale;2013;5687832030.0000
Piemonte;Amministrazione Generale;2014;6113012730.0000
Piemonte;Amministrazione Generale;2015;6797314620.0000
Piemonte;Amministrazione Generale;2016;6854806270.0000
Piemonte;Amministrazione Generale;2017;6645324920.0000
Piemonte;Amministrazione Generale;2018;6871795510.0000
Piemonte;Amministrazione Generale;2019;6978426190.0000
Piemonte;Amministrazione Generale;2020;7214794370.0000
Piemonte;Amministrazione Generale;2021;7519960920.0000
Piemonte;Difesa;2000;890035780.0000
Piemonte;Difesa;2001;785874820.0000
Piemonte;Difesa;2002;761179730.0000
Piemonte;Difesa;2003;1125546720.0000
Piemonte;Difesa;2004;874438230.0000
Piemonte;Difesa;2005;774166460.0000
Piemonte;Difesa;2006;709943390.0000
Piemonte;Difesa;2007;735066890.0000
Piemonte;Difesa;2008;704160610.0000
Piemonte;Difesa;2009;755445050.0000
Piemonte;Difesa;2010;542976000.0000
Piemonte;Difesa;2011;671131540.0000
Piemonte;Difesa;2012;676660710.0000
Piemonte;Difesa;2013;654034320.0000
Piemonte;Difesa;2014;669161460.0000
Piemonte;Difesa;2015;577574020.0000
Piemonte;Difesa;2016;581059240.0000
Piemonte;Difesa;2017;533663420.0000
Piemonte;Difesa;2018;625036440.0000
Piemonte;Difesa;2019;624100260.0000
Piemonte;Difesa;2020;639542650.0000
Piemonte;Difesa;2021;645837880.0000
Piemonte;Sicurezza pubblica;2000;702388900.0000
Piemonte;Sicurezza pubblica;2001;763805090.0000
Piemonte;Sicurezza pubblica;2002;662382900.0000
Piemonte;Sicurezza pubblica;2003;737215700.0000
Piemonte;Sicurezza pubblica;2004;838677400.0000
Piemonte;Sicurezza pubblica;2005;887798130.0000
Piemonte;Sicurezza pubblica;2006;919887980.0000
Piemonte;Sicurezza pubblica;2007;863465880.0000
Piemonte;Sicurezza pubblica;2008;731505870.0000
Piemonte;Sicurezza pubblica;2009;890840020.0000
Piemonte;Sicurezza pubblica;2010;963649940.0000
Piemonte;Sicurezza pubblica;2011;985909980.0000
Piemonte;Sicurezza pubblica;2012;966673520.0000
Piemonte;Sicurezza pubblica;2013;913075080.0000
Piemonte;Sicurezza pubblica;2014;912063760.0000
Piemonte;Sicurezza pubblica;2015;858443180.0000
Piemonte;Sicurezza pubblica;2016;879367840.0000
Piemonte;Sicurezza pubblica;2017;882626860.0000
Piemonte;Sicurezza pubblica;2018;914909200.0000
Piemonte;Sicurezza pubblica;2019;969400870.0000
Piemonte;Sicurezza pubblica;2020;993978080.0000
Piemonte;Sicurezza pubblica;2021;1024536850.0000
Piemonte;Giustizia;2000;291207270.0000
Piemonte;Giustizia;2001;327547290.0000
Piemonte;Giustizia;2002;348795390.0000
Piemonte;Giustizia;2003;365963410.0000
Piemonte;Giustizia;2004;379171780.0000
Piemonte;Giustizia;2005;408864240.0000
Piemonte;Giustizia;2006;410788360.0000
Piemonte;Giustizia;2007;358840880.0000
Piemonte;Giustizia;2008;396923880.0000
Piemonte;Giustizia;2009;400445800.0000
Piemonte;Giustizia;2010;370026380.0000
Piemonte;Giustizia;2011;406512110.0000
Piemonte;Giustizia;2012;400984990.0000
Piemonte;Giustizia;2013;400360280.0000
Piemonte;Giustizia;2014;371022270.0000
Piemonte;Giustizia;2015;367491170.0000
Piemonte;Giustizia;2016;368133470.0000
Piemonte;Giustizia;2017;376874750.0000
Piemonte;Giustizia;2018;392368940.0000
Piemonte;Giustizia;2019;403498630.0000
Piemonte;Giustizia;2020;388207040.0000
Piemonte;Giustizia;2021;395732740.0000
Piemonte;Istruzione;2000;2472523100.0000
Piemonte;Istruzione;2001;2727590500.0000
Piemonte;Istruzione;2002;2766264770.0000
Piemonte;Istruzione;2003;2931442610.0000
Piemonte;Istruzione;2004;2962971740.0000
Piemonte;Istruzione;2005;2974278390.0000
Piemonte;Istruzione;2006;3288018830.0000
Piemonte;Istruzione;2007;3141249150.0000
Piemonte;Istruzione;2008;3399384340.0000
Piemonte;Istruzione;2009;3360284250.0000
Piemonte;Istruzione;2010;3374968210.0000
Piemonte;Istruzione;2011;3150908170.0000
Piemonte;Istruzione;2012;3163395230.0000
Piemonte;Istruzione;2013;3134157020.0000
Piemonte;Istruzione;2014;3017321580.0000
Piemonte;Istruzione;2015;3046427690.0000
Piemonte;Istruzione;2016;3115752230.0000
Piemonte;Istruzione;2017;3170401080.0000
Piemonte;Istruzione;2018;3370182770.0000
Piemonte;Istruzione;2019;3399774790.0000
Piemonte;Istruzione;2020;3349812080.0000
Piemonte;Istruzione;2021;3589054760.0000
Piemonte;Formazione;2000;81769140.0000
Piemonte;Formazione;2001;54390950.0000
Piemonte;Formazione;2002;94846740.0000
Piemonte;Formazione;2003;125753020.0000
Piemonte;Formazione;2004;137282260.0000
Piemonte;Formazione;2005;162417210.0000
Piemonte;Formazione;2006;189073120.0000
Piemonte;Formazione;2007;195862400.0000
Piemonte;Formazione;2008;198384950.0000
Piemonte;Formazione;2009;181791870.0000
Piemonte;Formazione;2010;192143010.0000
Piemonte;Formazione;2011;206252500.0000
Piemonte;Formazione;2012;153244240.0000
Piemonte;Formazione;2013;213966940.0000
Piemonte;Formazione;2014;165469490.0000
Piemonte;Formazione;2015;159265670.0000
Piemonte;Formazione;2016;113269880.0000
Piemonte;Formazione;2017;138045230.0000
Piemonte;Formazione;2018;93165600.0000
Piemonte;Formazione;2019;89343610.0000
Piemonte;Formazione;2020;97841450.0000
Piemonte;Formazione;2021;49523020.0000
Piemonte;Ricerca e Sviluppo;2000;228369010.0000
Piemonte;Ricerca e Sviluppo;2001;355299380.0000
Piemonte;Ricerca e Sviluppo;2002;289737000.0000
Piemonte;Ricerca e Sviluppo;2003;396530380.0000
Piemonte;Ricerca e Sviluppo;2004;336684690.0000
Piemonte;Ricerca e Sviluppo;2005;366028300.0000
Piemonte;Ricerca e Sviluppo;2006;394572840.0000
Piemonte;Ricerca e Sviluppo;2007;410227270.0000
Piemonte;Ricerca e Sviluppo;2008;423312480.0000
Piemonte;Ricerca e Sviluppo;2009;452631350.0000
Piemonte;Ricerca e Sviluppo;2010;440078830.0000
Piemonte;Ricerca e Sviluppo;2011;418775170.0000
Piemonte;Ricerca e Sviluppo;2012;354658840.0000
Piemonte;Ricerca e Sviluppo;2013;354408380.0000
Piemonte;Ricerca e Sviluppo;2014;362524440.0000
Piemonte;Ricerca e Sviluppo;2015;332380300.0000
Piemonte;Ricerca e Sviluppo;2016;366675640.0000
Piemonte;Ricerca e Sviluppo;2017;406100670.0000
Piemonte;Ricerca e Sviluppo;2018;522275980.0000
Piemonte;Ricerca e Sviluppo;2019;714238500.0000
Piemonte;Ricerca e Sviluppo;2020;643909760.0000
Piemonte;Ricerca e Sviluppo;2021;512170000.0000
Piemonte;Cultura e servizi ricreativi;2000;798918700.0000
Piemonte;Cultura e servizi ricreativi;2001;968533910.0000
Piemonte;Cultura e servizi ricreativi;2002;860958650.0000
Piemonte;Cultura e servizi ricreativi;2003;934939510.0000
Piemonte;Cultura e servizi ricreativi;2004;1575716380.0000
Piemonte;Cultura e servizi ricreativi;2005;1600576130.0000
Piemonte;Cultura e servizi ricreativi;2006;1152165250.0000
Piemonte;Cultura e servizi ricreativi;2007;1184516850.0000
Piemonte;Cultura e servizi ricreativi;2008;915205320.0000
Piemonte;Cultura e servizi ricreativi;2009;921000230.0000
Piemonte;Cultura e servizi ricreativi;2010;823165590.0000
Piemonte;Cultura e servizi ricreativi;2011;837680940.0000
Piemonte;Cultura e servizi ricreativi;2012;780125080.0000
Piemonte;Cultura e servizi ricreativi;2013;780497570.0000
Piemonte;Cultura e servizi ricreativi;2014;678057950.0000
Piemonte;Cultura e servizi ricreativi;2015;622968590.0000
Piemonte;Cultura e servizi ricreativi;2016;674261430.0000
Piemonte;Cultura e servizi ricreativi;2017;634271020.0000
Piemonte;Cultura e servizi ricreativi;2018;693316650.0000
Piemonte;Cultura e servizi ricreativi;2019;690183760.0000
Piemonte;Cultura e servizi ricreativi;2020;710410760.0000
Piemonte;Cultura e servizi ricreativi;2021;753638850.0000
Piemonte;Edilizia abitativa e urbanistica;2000;348250060.0000
Piemonte;Edilizia abitativa e urbanistica;2001;356689860.0000
Piemonte;Edilizia abitativa e urbanistica;2002;408717940.0000
Piemonte;Edilizia abitativa e urbanistica;2003;458969350.0000
Piemonte;Edilizia abitativa e urbanistica;2004;497791550.0000
Piemonte;Edilizia abitativa e urbanistica;2005;457053290.0000
Piemonte;Edilizia abitativa e urbanistica;2006;417954970.0000
Piemonte;Edilizia abitativa e urbanistica;2007;457904250.0000
Piemonte;Edilizia abitativa e urbanistica;2008;535429050.0000
Piemonte;Edilizia abitativa e urbanistica;2009;556935320.0000
Piemonte;Edilizia abitativa e urbanistica;2010;593786620.0000
Piemonte;Edilizia abitativa e urbanistica;2011;618700930.0000
Piemonte;Edilizia abitativa e urbanistica;2012;479265850.0000
Piemonte;Edilizia abitativa e urbanistica;2013;457308930.0000
Piemonte;Edilizia abitativa e urbanistica;2014;420856550.0000
Piemonte;Edilizia abitativa e urbanistica;2015;438734600.0000
Piemonte;Edilizia abitativa e urbanistica;2016;401108590.0000
Piemonte;Edilizia abitativa e urbanistica;2017;350411420.0000
Piemonte;Edilizia abitativa e urbanistica;2018;310102350.0000
Piemonte;Edilizia abitativa e urbanistica;2019;332254150.0000
Piemonte;Edilizia abitativa e urbanistica;2020;327727660.0000
Piemonte;Edilizia abitativa e urbanistica;2021;338296020.0000
Piemonte;Sanità;2000;5106374070.0000
Piemonte;Sanità;2001;5547375530.0000
Piemonte;Sanità;2002;5589963140.0000
Piemonte;Sanità;2003;5938933650.0000
Piemonte;Sanità;2004;6305579550.0000
Piemonte;Sanità;2005;6531503230.0000
Piemonte;Sanità;2006;6735634530.0000
Piemonte;Sanità;2007;7319089380.0000
Piemonte;Sanità;2008;7435457780.0000
Piemonte;Sanità;2009;8479129370.0000
Piemonte;Sanità;2010;8478828910.0000
Piemonte;Sanità;2011;7909010660.0000
Piemonte;Sanità;2012;7554064650.0000
Piemonte;Sanità;2013;8604380830.0000
Piemonte;Sanità;2014;7917554050.0000
Piemonte;Sanità;2015;8089073030.0000
Piemonte;Sanità;2016;8421595840.0000
Piemonte;Sanità;2017;7908195050.0000
Piemonte;Sanità;2018;8174200190.0000
Piemonte;Sanità;2019;9302539370.0000
Piemonte;Sanità;2020;8653474840.0000
Piemonte;Sanità;2021;9379146290.0000
Piemonte;Interventi in campo sociale;2000;2741695630.0000
Piemonte;Interventi in campo sociale;2001;3027564540.0000
Piemonte;Interventi in campo sociale;2002;3688676370.0000
Piemonte;Interventi in campo sociale;2003;3506766620.0000
Piemonte;Interventi in campo sociale;2004;3569105960.0000
Piemonte;Interventi in campo sociale;2005;3700852990.0000
Piemonte;Interventi in campo sociale;2006;4077746080.0000
Piemonte;Interventi in campo sociale;2007;4318453090.0000
Piemonte;Interventi in campo sociale;2008;4307281400.0000
Piemonte;Interventi in campo sociale;2009;4506256860.0000
Piemonte;Interventi in campo sociale;2010;4386130610.0000
Piemonte;Interventi in campo sociale;2011;4219075030.0000
Piemonte;Interventi in campo sociale;2012;3107199910.0000
Piemonte;Interventi in campo sociale;2013;3186047310.0000
Piemonte;Interventi in campo sociale;2014;3145034010.0000
Piemonte;Interventi in campo sociale;2015;3584389110.0000
Piemonte;Interventi in campo sociale;2016;3578357030.0000
Piemonte;Interventi in campo sociale;2017;3776391100.0000
Piemonte;Interventi in campo sociale;2018;3857518210.0000
Piemonte;Interventi in campo sociale;2019;4189099850.0000
Piemonte;Interventi in campo sociale;2020;4596997390.0000
Piemonte;Interventi in campo sociale;2021;5841823850.0000
Piemonte;Servizio Idrico Integrato;2000;511643880.0000
Piemonte;Servizio Idrico Integrato;2001;709913230.0000
Piemonte;Servizio Idrico Integrato;2002;695004070.0000
Piemonte;Servizio Idrico Integrato;2003;577401180.0000
Piemonte;Servizio Idrico Integrato;2004;604738750.0000
Piemonte;Servizio Idrico Integrato;2005;674680470.0000
Piemonte;Servizio Idrico Integrato;2006;1682343080.0000
Piemonte;Servizio Idrico Integrato;2007;1482542990.0000
Piemonte;Servizio Idrico Integrato;2008;1547142600.0000
Piemonte;Servizio Idrico Integrato;2009;1396853010.0000
Piemonte;Servizio Idrico Integrato;2010;605486490.0000
Piemonte;Servizio Idrico Integrato;2011;636026810.0000
Piemonte;Servizio Idrico Integrato;2012;648850030.0000
Piemonte;Servizio Idrico Integrato;2013;610997780.0000
Piemonte;Servizio Idrico Integrato;2014;583286790.0000
Piemonte;Servizio Idrico Integrato;2015;630545100.0000
Piemonte;Servizio Idrico Integrato;2016;596747600.0000
Piemonte;Servizio Idrico Integrato;2017;565431340.0000
Piemonte;Servizio Idrico Integrato;2018;563043260.0000
Piemonte;Servizio Idrico Integrato;2019;580695490.0000
Piemonte;Servizio Idrico Integrato;2020;672671760.0000
Piemonte;Servizio Idrico Integrato;2021;684597710.0000
Piemonte;Ambiente;2000;293933000.0000
Piemonte;Ambiente;2001;334327960.0000
Piemonte;Ambiente;2002;434042050.0000
Piemonte;Ambiente;2003;450635900.0000
Piemonte;Ambiente;2004;411901970.0000
Piemonte;Ambiente;2005;412414410.0000
Piemonte;Ambiente;2006;438178850.0000
Piemonte;Ambiente;2007;449684570.0000
Piemonte;Ambiente;2008;346744770.0000
Piemonte;Ambiente;2009;322203790.0000
Piemonte;Ambiente;2010;326222720.0000
Piemonte;Ambiente;2011;287423870.0000
Piemonte;Ambiente;2012;256041640.0000
Piemonte;Ambiente;2013;257125270.0000
Piemonte;Ambiente;2014;232876900.0000
Piemonte;Ambiente;2015;246909070.0000
Piemonte;Ambiente;2016;238368470.0000
Piemonte;Ambiente;2017;241076730.0000
Piemonte;Ambiente;2018;249798930.0000
Piemonte;Ambiente;2019;291450140.0000
Piemonte;Ambiente;2020;217273700.0000
Piemonte;Ambiente;2021;238076780.0000
Piemonte;Smaltimento dei Rifiuti;2000;364487650.0000
Piemonte;Smaltimento dei Rifiuti;2001;374520240.0000
Piemonte;Smaltimento dei Rifiuti;2002;437298240.0000
Piemonte;Smaltimento dei Rifiuti;2003;414101820.0000
Piemonte;Smaltimento dei Rifiuti;2004;532321370.0000
Piemonte;Smaltimento dei Rifiuti;2005;631450970.0000
Piemonte;Smaltimento dei Rifiuti;2006;680548190.0000
Piemonte;Smaltimento dei Rifiuti;2007;685109460.0000
Piemonte;Smaltimento dei Rifiuti;2008;744412350.0000
Piemonte;Smaltimento dei Rifiuti;2009;1025352570.0000
Piemonte;Smaltimento dei Rifiuti;2010;1014390310.0000
Piemonte;Smaltimento dei Rifiuti;2011;1226314910.0000
Piemonte;Smaltimento dei Rifiuti;2012;877920150.0000
Piemonte;Smaltimento dei Rifiuti;2013;788252880.0000
Piemonte;Smaltimento dei Rifiuti;2014;772593180.0000
Piemonte;Smaltimento dei Rifiuti;2015;864282560.0000
Piemonte;Smaltimento dei Rifiuti;2016;888153790.0000
Piemonte;Smaltimento dei Rifiuti;2017;928282950.0000
Piemonte;Smaltimento dei Rifiuti;2018;912601770.0000
Piemonte;Smaltimento dei Rifiuti;2019;843144160.0000
Piemonte;Smaltimento dei Rifiuti;2020;807330120.0000
Piemonte;Smaltimento dei Rifiuti;2021;942125540.0000
Piemonte;Altri interventi igenico sanitari;2000;74625010.0000
Piemonte;Altri interventi igenico sanitari;2001;102846580.0000
Piemonte;Altri interventi igenico sanitari;2002;75634780.0000
Piemonte;Altri interventi igenico sanitari;2003;76061880.0000
Piemonte;Altri interventi igenico sanitari;2004;84105070.0000
Piemonte;Altri interventi igenico sanitari;2005;94206920.0000
Piemonte;Altri interventi igenico sanitari;2006;89661770.0000
Piemonte;Altri interventi igenico sanitari;2007;100476500.0000
Piemonte;Altri interventi igenico sanitari;2008;83623750.0000
Piemonte;Altri interventi igenico sanitari;2009;80872280.0000
Piemonte;Altri interventi igenico sanitari;2010;76762510.0000
Piemonte;Altri interventi igenico sanitari;2011;78436540.0000
Piemonte;Altri interventi igenico sanitari;2012;69369190.0000
Piemonte;Altri interventi igenico sanitari;2013;65594690.0000
Piemonte;Altri interventi igenico sanitari;2014;61749850.0000
Piemonte;Altri interventi igenico sanitari;2015;63429520.0000
Piemonte;Altri interventi igenico sanitari;2016;54283260.0000
Piemonte;Altri interventi igenico sanitari;2017;51511950.0000
Piemonte;Altri interventi igenico sanitari;2018;54460920.0000
Piemonte;Altri interventi igenico sanitari;2019;60236720.0000
Piemonte;Altri interventi igenico sanitari;2020;53051720.0000
Piemonte;Altri interventi igenico sanitari;2021;54219230.0000
Piemonte;Lavoro;2000;486615050.0000
Piemonte;Lavoro;2001;562409780.0000
Piemonte;Lavoro;2002;933661040.0000
Piemonte;Lavoro;2003;964184780.0000
Piemonte;Lavoro;2004;1089665810.0000
Piemonte;Lavoro;2005;1054515910.0000
Piemonte;Lavoro;2006;1065109820.0000
Piemonte;Lavoro;2007;1323820620.0000
Piemonte;Lavoro;2008;1579132070.0000
Piemonte;Lavoro;2009;1942161420.0000
Piemonte;Lavoro;2010;2072998600.0000
Piemonte;Lavoro;2011;1980660550.0000
Piemonte;Lavoro;2012;2109849130.0000
Piemonte;Lavoro;2013;2270009510.0000
Piemonte;Lavoro;2014;2170692300.0000
Piemonte;Lavoro;2015;2386052060.0000
Piemonte;Lavoro;2016;2731877430.0000
Piemonte;Lavoro;2017;2688697410.0000
Piemonte;Lavoro;2018;2499033540.0000
Piemonte;Lavoro;2019;2296667160.0000
Piemonte;Lavoro;2020;3283947910.0000
Piemonte;Lavoro;2021;3176270320.0000
Piemonte;Previdenza e Integrazioni Salariali;2000;17764389150.0000
Piemonte;Previdenza e Integrazioni Salariali;2001;18010014130.0000
Piemonte;Previdenza e Integrazioni Salariali;2002;19781832960.0000
Piemonte;Previdenza e Integrazioni Salariali;2003;20435871590.0000
Piemonte;Previdenza e Integrazioni Salariali;2004;20807852860.0000
Piemonte;Previdenza e Integrazioni Salariali;2005;21659329640.0000
Piemonte;Previdenza e Integrazioni Salariali;2006;22862545180.0000
Piemonte;Previdenza e Integrazioni Salariali;2007;23490861050.0000
Piemonte;Previdenza e Integrazioni Salariali;2008;23847497990.0000
Piemonte;Previdenza e Integrazioni Salariali;2009;23947507610.0000
Piemonte;Previdenza e Integrazioni Salariali;2010;24437431160.0000
Piemonte;Previdenza e Integrazioni Salariali;2011;24603944710.0000
Piemonte;Previdenza e Integrazioni Salariali;2012;24460007920.0000
Piemonte;Previdenza e Integrazioni Salariali;2013;24689412520.0000
Piemonte;Previdenza e Integrazioni Salariali;2014;25110154240.0000
Piemonte;Previdenza e Integrazioni Salariali;2015;25721504960.0000
Piemonte;Previdenza e Integrazioni Salariali;2016;25623922200.0000
Piemonte;Previdenza e Integrazioni Salariali;2017;26191676060.0000
Piemonte;Previdenza e Integrazioni Salariali;2018;26833446200.0000
Piemonte;Previdenza e Integrazioni Salariali;2019;28046053190.0000
Piemonte;Previdenza e Integrazioni Salariali;2020;28257241780.0000
Piemonte;Previdenza e Integrazioni Salariali;2021;28503094610.0000
Piemonte;Altri trasporti;2000;1935885380.0000
Piemonte;Altri trasporti;2001;2753112160.0000
Piemonte;Altri trasporti;2002;2452925890.0000
Piemonte;Altri trasporti;2003;2985705400.0000
Piemonte;Altri trasporti;2004;2910224430.0000
Piemonte;Altri trasporti;2005;3063573080.0000
Piemonte;Altri trasporti;2006;2896294360.0000
Piemonte;Altri trasporti;2007;2543434580.0000
Piemonte;Altri trasporti;2008;2847537890.0000
Piemonte;Altri trasporti;2009;3178655920.0000
Piemonte;Altri trasporti;2010;2852159020.0000
Piemonte;Altri trasporti;2011;3113865220.0000
Piemonte;Altri trasporti;2012;2401022850.0000
Piemonte;Altri trasporti;2013;2531856080.0000
Piemonte;Altri trasporti;2014;2360250770.0000
Piemonte;Altri trasporti;2015;2586015870.0000
Piemonte;Altri trasporti;2016;2432466070.0000
Piemonte;Altri trasporti;2017;2662472730.0000
Piemonte;Altri trasporti;2018;2348537660.0000
Piemonte;Altri trasporti;2019;2224041350.0000
Piemonte;Altri trasporti;2020;1653145510.0000
Piemonte;Altri trasporti;2021;2192959800.0000
Piemonte;Viabilità;2000;664982190.0000
Piemonte;Viabilità;2001;727073680.0000
Piemonte;Viabilità;2002;790707960.0000
Piemonte;Viabilità;2003;1178167820.0000
Piemonte;Viabilità;2004;1205971390.0000
Piemonte;Viabilità;2005;1184924890.0000
Piemonte;Viabilità;2006;1337623770.0000
Piemonte;Viabilità;2007;1005596350.0000
Piemonte;Viabilità;2008;972003980.0000
Piemonte;Viabilità;2009;917184530.0000
Piemonte;Viabilità;2010;905215240.0000
Piemonte;Viabilità;2011;882255070.0000
Piemonte;Viabilità;2012;772370970.0000
Piemonte;Viabilità;2013;763447490.0000
Piemonte;Viabilità;2014;679440440.0000
Piemonte;Viabilità;2015;637351570.0000
Piemonte;Viabilità;2016;637899500.0000
Piemonte;Viabilità;2017;641136690.0000
Piemonte;Viabilità;2018;722391730.0000
Piemonte;Viabilità;2019;785058420.0000
Piemonte;Viabilità;2020;828281170.0000
Piemonte;Viabilità;2021;910671570.0000
Piemonte;Telecomunicazioni;2000;766649800.0000
Piemonte;Telecomunicazioni;2001;735090720.0000
Piemonte;Telecomunicazioni;2002;795096800.0000
Piemonte;Telecomunicazioni;2003;978606600.0000
Piemonte;Telecomunicazioni;2004;923844840.0000
Piemonte;Telecomunicazioni;2005;1122017870.0000
Piemonte;Telecomunicazioni;2006;1148016730.0000
Piemonte;Telecomunicazioni;2007;963393160.0000
Piemonte;Telecomunicazioni;2008;1029251830.0000
Piemonte;Telecomunicazioni;2009;966528200.0000
Piemonte;Telecomunicazioni;2010;908523810.0000
Piemonte;Telecomunicazioni;2011;890468160.0000
Piemonte;Telecomunicazioni;2012;1341458170.0000
Piemonte;Telecomunicazioni;2013;1017000990.0000
Piemonte;Telecomunicazioni;2014;938476110.0000
Piemonte;Telecomunicazioni;2015;861909170.0000
Piemonte;Telecomunicazioni;2016;1119967460.0000
Piemonte;Telecomunicazioni;2017;736332890.0000
Piemonte;Telecomunicazioni;2018;763701880.0000
Piemonte;Telecomunicazioni;2019;1342209670.0000
Piemonte;Telecomunicazioni;2020;1226255900.0000
Piemonte;Telecomunicazioni;2021;892546170.0000
Piemonte;Agricoltura;2000;197823150.0000
Piemonte;Agricoltura;2001;201393570.0000
Piemonte;Agricoltura;2002;175023600.0000
Piemonte;Agricoltura;2003;226859040.0000
Piemonte;Agricoltura;2004;235447490.0000
Piemonte;Agricoltura;2005;214138500.0000
Piemonte;Agricoltura;2006;183097330.0000
Piemonte;Agricoltura;2007;133761500.0000
Piemonte;Agricoltura;2008;136843340.0000
Piemonte;Agricoltura;2009;170186620.0000
Piemonte;Agricoltura;2010;169605760.0000
Piemonte;Agricoltura;2011;175557230.0000
Piemonte;Agricoltura;2012;93287410.0000
Piemonte;Agricoltura;2013;202152080.0000
Piemonte;Agricoltura;2014;100993410.0000
Piemonte;Agricoltura;2015;122655670.0000
Piemonte;Agricoltura;2016;85850580.0000
Piemonte;Agricoltura;2017;63767910.0000
Piemonte;Agricoltura;2018;102542990.0000
Piemonte;Agricoltura;2019;99664420.0000
Piemonte;Agricoltura;2020;108722610.0000
Piemonte;Agricoltura;2021;92770790.0000
Piemonte;Pesca marittima e Acquicoltura;2000;5445530.0000
Piemonte;Pesca marittima e Acquicoltura;2001;5709580.0000
Piemonte;Pesca marittima e Acquicoltura;2002;4241290.0000
Piemonte;Pesca marittima e Acquicoltura;2003;11546490.0000
Piemonte;Pesca marittima e Acquicoltura;2004;7243810.0000
Piemonte;Pesca marittima e Acquicoltura;2005;8416620.0000
Piemonte;Pesca marittima e Acquicoltura;2006;7793400.0000
Piemonte;Pesca marittima e Acquicoltura;2007;10036460.0000
Piemonte;Pesca marittima e Acquicoltura;2008;8635370.0000
Piemonte;Pesca marittima e Acquicoltura;2009;6258820.0000
Piemonte;Pesca marittima e Acquicoltura;2010;2740030.0000
Piemonte;Pesca marittima e Acquicoltura;2011;7425180.0000
Piemonte;Pesca marittima e Acquicoltura;2012;3600790.0000
Piemonte;Pesca marittima e Acquicoltura;2013;3207900.0000
Piemonte;Pesca marittima e Acquicoltura;2014;1262700.0000
Piemonte;Pesca marittima e Acquicoltura;2015;2316450.0000
Piemonte;Pesca marittima e Acquicoltura;2016;2950620.0000
Piemonte;Pesca marittima e Acquicoltura;2017;11573000.0000
Piemonte;Pesca marittima e Acquicoltura;2018;17755500.0000
Piemonte;Pesca marittima e Acquicoltura;2019;17037460.0000
Piemonte;Pesca marittima e Acquicoltura;2020;18275090.0000
Piemonte;Pesca marittima e Acquicoltura;2021;13065930.0000
Piemonte;Turismo;2000;102360490.0000
Piemonte;Turismo;2001;119501720.0000
Piemonte;Turismo;2002;162399300.0000
Piemonte;Turismo;2003;205939170.0000
Piemonte;Turismo;2004;309919660.0000
Piemonte;Turismo;2005;200496530.0000
Piemonte;Turismo;2006;235466960.0000
Piemonte;Turismo;2007;221769260.0000
Piemonte;Turismo;2008;137710870.0000
Piemonte;Turismo;2009;125146680.0000
Piemonte;Turismo;2010;127282980.0000
Piemonte;Turismo;2011;93964270.0000
Piemonte;Turismo;2012;87331720.0000
Piemonte;Turismo;2013;88521110.0000
Piemonte;Turismo;2014;68143400.0000
Piemonte;Turismo;2015;61213590.0000
Piemonte;Turismo;2016;55176350.0000
Piemonte;Turismo;2017;51166910.0000
Piemonte;Turismo;2018;64368810.0000
Piemonte;Turismo;2019;63273380.0000
Piemonte;Turismo;2020;301154620.0000
Piemonte;Turismo;2021;493806340.0000
Piemonte;Commercio;2000;100284740.0000
Piemonte;Commercio;2001;99398920.0000
Piemonte;Commercio;2002;107721420.0000
Piemonte;Commercio;2003;103134020.0000
Piemonte;Commercio;2004;82835530.0000
Piemonte;Commercio;2005;85376120.0000
Piemonte;Commercio;2006;91937140.0000
Piemonte;Commercio;2007;106604980.0000
Piemonte;Commercio;2008;148828290.0000
Piemonte;Commercio;2009;168200200.0000
Piemonte;Commercio;2010;157709500.0000
Piemonte;Commercio;2011;160595740.0000
Piemonte;Commercio;2012;155181470.0000
Piemonte;Commercio;2013;144813290.0000
Piemonte;Commercio;2014;128847860.0000
Piemonte;Commercio;2015;107456970.0000
Piemonte;Commercio;2016;85387930.0000
Piemonte;Commercio;2017;80220170.0000
Piemonte;Commercio;2018;85370160.0000
Piemonte;Commercio;2019;91742010.0000
Piemonte;Commercio;2020;360099780.0000
Piemonte;Commercio;2021;427503730.0000
Piemonte;Industria e Artigianato;2000;381074070.0000
Piemonte;Industria e Artigianato;2001;1050370900.0000
Piemonte;Industria e Artigianato;2002;1639451100.0000
Piemonte;Industria e Artigianato;2003;1670354960.0000
Piemonte;Industria e Artigianato;2004;1567034880.0000
Piemonte;Industria e Artigianato;2005;1881861650.0000
Piemonte;Industria e Artigianato;2006;1590547410.0000
Piemonte;Industria e Artigianato;2007;2044755580.0000
Piemonte;Industria e Artigianato;2008;2028328550.0000
Piemonte;Industria e Artigianato;2009;2526687730.0000
